"price_name","price_area","price_status","price_age","price_condition","price_bhk","price_bhk_url","price_location","price_location_url","price_builder","price_builder_url"
"68.13 L","1073","Under Construction","Possession by Nov 2022","New","2","https://www.makaan.com/chennai/sudarasan-builders-and-developers-cosmo-residence-in-east-tambaram-16340049/2bhk-1073-sqft-apartment","East Tambaram","https://www.makaan.com/chennai-property/east-tambaram-flats-for-sale-87066","Proparena","https://www.makaan.com/proparena-profile-100315343"
"62.35 L","982","Under Construction","Possession by Nov 2022","New","2","https://www.makaan.com/chennai/sudarasan-builders-and-developers-cosmo-residence-in-east-tambaram-16340045/2bhk-982-sqft-apartment","East Tambaram","https://www.makaan.com/chennai-property/east-tambaram-flats-for-sale-87066","Proparena","https://www.makaan.com/proparena-profile-100315343"
"61.27 L","965","Under Construction","Possession by Nov 2022","New","2","https://www.makaan.com/chennai/sudarasan-builders-and-developers-cosmo-residence-in-east-tambaram-16340041/2bhk-965-sqft-apartment","East Tambaram","https://www.makaan.com/chennai-property/east-tambaram-flats-for-sale-87066","Proparena","https://www.makaan.com/proparena-profile-100315343"
"93.21 L","1468","Under Construction","Possession by Nov 2022","New","3","https://www.makaan.com/chennai/sudarasan-builders-and-developers-cosmo-residence-in-east-tambaram-16340038/3bhk-1468-sqft-apartment","East Tambaram","https://www.makaan.com/chennai-property/east-tambaram-flats-for-sale-87066","Proparena","https://www.makaan.com/proparena-profile-100315343"
"84.77 L","1335","Under Construction","Possession by Nov 2022","New","3","https://www.makaan.com/chennai/sudarasan-builders-and-developers-cosmo-residence-in-east-tambaram-16340035/3bhk-1335-sqft-apartment","East Tambaram","https://www.makaan.com/chennai-property/east-tambaram-flats-for-sale-87066","Proparena","https://www.makaan.com/proparena-profile-100315343"
"90.99 L","1433","Under Construction","Possession by Nov 2022","New","3","https://www.makaan.com/chennai/sudarasan-builders-and-developers-cosmo-residence-in-east-tambaram-16340034/3bhk-1433-sqft-apartment","East Tambaram","https://www.makaan.com/chennai-property/east-tambaram-flats-for-sale-87066","Proparena","https://www.makaan.com/proparena-profile-100315343"
"55 L","1000","Ready to move","2 Bathrooms","Resale","2","https://www.makaan.com/chennai/builder-project-in-nanganallur-15843417/2bhk-2t-1000-sqft-apartment","Nanganallur","https://www.makaan.com/chennai-property/nanganallur-flats-for-sale-51155","seller","https://www.makaan.com/seller-profile-100322532"
"3.62 Cr","2133","Under Construction","Possession by May 2023","2 Bathrooms","2","https://www.makaan.com/chennai/lifestyle-housing-the-podium-in-t-nagar-16309701/2bhk-2t-2133-sqft-apartment","T Nagar","https://www.makaan.com/chennai-property/t-nagar-flats-for-sale-51618","Propsource Realty Private Limited","https://www.makaan.com/propsource-realty-private-limited-profile-2004238"
"35 L","620","Ready to move","2 - 3 years old","1 Bathrooms","1","https://www.makaan.com/chennai/puravankara-limited-windermere-in-pallikaranai-16309699/1bhk-1t-620-sqft-apartment","Pallikaranai","https://www.makaan.com/chennai-property/pallikaranai-flats-for-sale-50310","Propsource Realty Private Limited","https://www.makaan.com/propsource-realty-private-limited-profile-2004238"
"3.5 Cr","4361","Ready to move","4 Bathrooms","Resale","4","https://www.makaan.com/chennai/builder-project-in-muttukadu-15829362/4bhk-4t-4361-sqft-villa","Muttukadu","https://www.makaan.com/chennai-property/muttukadu-flats-for-sale-52680","seller","https://www.makaan.com/seller-profile-100321492"
"44.5 L","918","Ready to move","2 Bathrooms","New","3","https://www.makaan.com/chennai/urbanrise-projects-code-name-independence-day-in-padur-16325605/3bhk-2t-918-sqft-apartment","Padur","https://www.makaan.com/chennai-property/padur-flats-for-sale-52316","Alliance Group","https://www.makaan.com/alliance-group-profile-100379217"
"38.5 L","800","Ready to move","5 - 6 years old","2 Bathrooms","2","https://www.makaan.com/chennai/builder-project-in-tharapakkam-16315638/2bhk-2t-800-sqft-villa","Tharapakkam","https://www.makaan.com/chennai-property/tharapakkam-flats-for-sale-58031","Shiva","https://www.makaan.com/shiva-profile-100134418"
"4.2 Cr","1975","Ready to move","5 - 6 years old","3 Bathrooms","3","https://www.makaan.com/chennai/ceebros-the-atlantic-in-egmore-16316208/3bhk-3t-1975-sqft-apartment","Egmore","https://www.makaan.com/chennai-property/egmore-flats-for-sale-51237","MEHTA REAL ESTATE CHENNAI LLP","https://www.makaan.com/mehta-real-estate-chennai-llp-profile-1863289"
"40.08 L","835","Ready to move","1 - 2 years old","New","2","https://www.makaan.com/chennai/sri-manishaa-homes-royal-heritage-in-pozhichalur-16317378/2bhk-835-sqft-apartment","Pozhichalur","https://www.makaan.com/chennai-property/pozhichalur-flats-for-sale-62042","Sandhya","https://www.makaan.com/sandhya-profile-100344235"
"40.22 L","838","Ready to move","1 - 2 years old","New","2","https://www.makaan.com/chennai/sri-manishaa-homes-royal-heritage-in-pozhichalur-16317377/2bhk-838-sqft-apartment","Pozhichalur","https://www.makaan.com/chennai-property/pozhichalur-flats-for-sale-62042","Sandhya","https://www.makaan.com/sandhya-profile-100344235"
"32.3 L","673","Ready to move","1 - 2 years old","New","2","https://www.makaan.com/chennai/sri-manishaa-homes-royal-heritage-in-pozhichalur-16317376/2bhk-673-sqft-apartment","Pozhichalur","https://www.makaan.com/chennai-property/pozhichalur-flats-for-sale-62042","Sandhya","https://www.makaan.com/sandhya-profile-100344235"
"4.27 Cr","3700","Under Construction","4 Bathrooms","New","4","https://www.makaan.com/chennai/builder-project-in-kilpauk-16315396/4bhk-4t-3700-sqft-apartment","Kilpauk","https://www.makaan.com/chennai-property/kilpauk-flats-for-sale-51675","MEHTA REAL ESTATE CHENNAI LLP","https://www.makaan.com/mehta-real-estate-chennai-llp-profile-1863289"
"99 L","1500","Under Construction","3 Bathrooms","New","3","https://www.makaan.com/chennai/builder-project-in-iyyappanthangal-16315892/3bhk-3t-1500-sqft-villa","Iyyappanthangal","https://www.makaan.com/chennai-property/iyyappanthangal-flats-for-sale-58055","Shiva","https://www.makaan.com/shiva-profile-100134418"
"55 L","1000","Ready to move","3 Bathrooms","New","2","https://www.makaan.com/chennai/builder-project-in-kovur-16315817/2bhk-3t-1000-sqft-independenthouse","Kovur","https://www.makaan.com/chennai-property/kovur-flats-for-sale-54787","Shiva","https://www.makaan.com/shiva-profile-100134418"
"37.8 L","790","Ready to move","3 - 4 years old","2 Bathrooms","2","https://www.makaan.com/chennai/builder-project-in-gerugambakkam-16315809/2bhk-2t-790-sqft-independenthouse","Gerugambakkam","https://www.makaan.com/chennai-property/gerugambakkam-flats-for-sale-55747","Shiva","https://www.makaan.com/shiva-profile-100134418"
"44 L","938","Ready to move","2 Bathrooms","New","2","https://www.makaan.com/chennai/builder-project-in-kovur-16315798/2bhk-2t-938-sqft-villa","Kovur","https://www.makaan.com/chennai-property/kovur-flats-for-sale-54787","Shiva","https://www.makaan.com/shiva-profile-100134418"
"39.88 L","1040","Under Construction","Possession by Feb 2023","2 Bathrooms","3","https://www.makaan.com/chennai/alliance-budget-housing-india-urbanrise-code-name-gold-standard-in-siruseri-16324124/3bhk-2t-1040-sqft-apartment","Siruseri","https://www.makaan.com/chennai-property/siruseri-flats-for-sale-51532","Alliance Group","https://www.makaan.com/alliance-group-profile-100379217"
"1.85 Cr","1490","Ready to move","3 Bathrooms","Resale","3","https://www.makaan.com/chennai/builder-project-in-kilpauk-16320475/3bhk-3t-1490-sqft-apartment","Kilpauk","https://www.makaan.com/chennai-property/kilpauk-flats-for-sale-51675","MEHTA REAL ESTATE CHENNAI LLP","https://www.makaan.com/mehta-real-estate-chennai-llp-profile-1863289"
"1.3 Cr","1330","Ready to move","3 Bathrooms","Resale","2","https://www.makaan.com/chennai/builder-project-in-chetpet-16319907/2bhk-3t-1330-sqft-apartment","Chetpet","https://www.makaan.com/chennai-property/chetpet-flats-for-sale-57798","MEHTA REAL ESTATE CHENNAI LLP","https://www.makaan.com/mehta-real-estate-chennai-llp-profile-1863289"
"4.92 Cr","2889","Ready to move","5 years old","3 Bathrooms","3","https://www.makaan.com/chennai/builder-project-in-anna-nagar-east-16316753/3bhk-3t-2889-sqft-apartment","Anna Nagar East","https://www.makaan.com/chennai-property/anna-nagar-east-flats-for-sale-62631","MEHTA REAL ESTATE CHENNAI LLP","https://www.makaan.com/mehta-real-estate-chennai-llp-profile-1863289"
"58 L","1318","Ready to move","3 Bathrooms","Resale","3","https://www.makaan.com/chennai/builder-project-in-kattupakkam-16320357/3bhk-3t-1318-sqft-apartment","Kattupakkam","https://www.makaan.com/chennai-property/kattupakkam-flats-for-sale-51491","MEHTA REAL ESTATE CHENNAI LLP","https://www.makaan.com/mehta-real-estate-chennai-llp-profile-1863289"
"2.36 Cr","1657","Ready to move","6 - 7 years old","3 Bathrooms","3","https://www.makaan.com/chennai/dlf-commanders-court-in-egmore-16316692/3bhk-3t-1657-sqft-apartment","Egmore","https://www.makaan.com/chennai-property/egmore-flats-for-sale-51237","MEHTA REAL ESTATE CHENNAI LLP","https://www.makaan.com/mehta-real-estate-chennai-llp-profile-1863289"
"1.47 Cr","1550","Ready to move","3 Bathrooms","Resale","3","https://www.makaan.com/chennai/builder-project-in-ayanavaram-16319817/3bhk-3t-1550-sqft-apartment","Ayanavaram","https://www.makaan.com/chennai-property/ayanavaram-flats-for-sale-51763","MEHTA REAL ESTATE CHENNAI LLP","https://www.makaan.com/mehta-real-estate-chennai-llp-profile-1863289"
"1.5 Cr","1350","Ready to move","5 years old","3 Bathrooms","3","https://www.makaan.com/chennai/builder-project-in-anna-nagar-east-16320296/3bhk-3t-1350-sqft-apartment","Anna Nagar East","https://www.makaan.com/chennai-property/anna-nagar-east-flats-for-sale-62631","MEHTA REAL ESTATE CHENNAI LLP","https://www.makaan.com/mehta-real-estate-chennai-llp-profile-1863289"
"1.15 Cr","1150","Ready to move","2 Bathrooms","Resale","2","https://www.makaan.com/chennai/builder-project-in-egmore-16320226/2bhk-2t-1150-sqft-apartment","Egmore","https://www.makaan.com/chennai-property/egmore-flats-for-sale-51237","MEHTA REAL ESTATE CHENNAI LLP","https://www.makaan.com/mehta-real-estate-chennai-llp-profile-1863289"
"2.3 Cr","1440","Ready to move","3 Bathrooms","New","3","https://www.makaan.com/chennai/builder-project-in-royapettah-16316406/3bhk-3t-1440-sqft-apartment","Royapettah","https://www.makaan.com/chennai-property/royapettah-flats-for-sale-51673","MEHTA REAL ESTATE CHENNAI LLP","https://www.makaan.com/mehta-real-estate-chennai-llp-profile-1863289"
"1.1 Cr","1310","Ready to move","2 Bathrooms","Resale","2","https://www.makaan.com/chennai/builder-project-in-ayanavaram-16319550/2bhk-2t-1310-sqft-apartment","Ayanavaram","https://www.makaan.com/chennai-property/ayanavaram-flats-for-sale-51763","MEHTA REAL ESTATE CHENNAI LLP","https://www.makaan.com/mehta-real-estate-chennai-llp-profile-1863289"
"1.25 Cr","1765","Under Construction","Possession by Aug 2023","3 Bathrooms","3","https://www.makaan.com/chennai/house-of-hiranandani-anchorage-in-navallur-16298329/3bhk-3t-1765-sqft-apartment","Navallur","https://www.makaan.com/chennai-property/navallur-flats-for-sale-50352","Propsource Realty Private Limited","https://www.makaan.com/propsource-realty-private-limited-profile-2004238"
"2.99 Cr","2000","Under Construction","Possession by Feb 2023","3 Bathrooms","3","https://www.makaan.com/chennai/puravankara-limited-somerset-house-in-guindy-16298326/3bhk-3t-2000-sqft-apartment","Guindy","https://www.makaan.com/chennai-property/guindy-flats-for-sale-51869","Propsource Realty Private Limited","https://www.makaan.com/propsource-realty-private-limited-profile-2004238"
"96 L","1900","Under Construction","Possession by Jul 2022","3 Bathrooms","3","https://www.makaan.com/chennai/shriram-properties-park-63-in-perungalathur-16298323/3bhk-3t-1900-sqft-apartment","Perungalathur","https://www.makaan.com/chennai-property/perungalathur-flats-for-sale-51578","Propsource Realty Private Limited","https://www.makaan.com/propsource-realty-private-limited-profile-2004238"
"87.8 L","1541","Under Construction","Possession by Nov 2021","3 Bathrooms","3","https://www.makaan.com/chennai/radiance-realty-developers-the-pride-in-pallavaram-16298322/3bhk-3t-1541-sqft-apartment","Pallavaram","https://www.makaan.com/chennai-property/pallavaram-flats-for-sale-50349","Propsource Realty Private Limited","https://www.makaan.com/propsource-realty-private-limited-profile-2004238"
"79.8 L","1400","Under Construction","Possession by Nov 2021","3 Bathrooms","3","https://www.makaan.com/chennai/radiance-realty-developers-the-pride-in-pallavaram-16298320/3bhk-3t-1400-sqft-apartment","Pallavaram","https://www.makaan.com/chennai-property/pallavaram-flats-for-sale-50349","Propsource Realty Private Limited","https://www.makaan.com/propsource-realty-private-limited-profile-2004238"
"44.16 L","803","Ready to move","1 - 2 years old","New","2","https://www.makaan.com/chennai/si-homes-chennai-aishwaryam-in-pammal-16293851/2bhk-803-sqft-apartment","Pammal","https://www.makaan.com/chennai-property/pammal-flats-for-sale-51831","Murali","https://www.makaan.com/murali-profile-2070830"
"41.58 L","756","Ready to move","1 - 2 years old","New","1","https://www.makaan.com/chennai/si-homes-chennai-aishwaryam-in-pammal-16293850/1bhk-756-sqft-apartment","Pammal","https://www.makaan.com/chennai-property/pammal-flats-for-sale-51831","Murali","https://www.makaan.com/murali-profile-2070830"
"32.01 L","582","Ready to move","1 - 2 years old","New","1","https://www.makaan.com/chennai/si-homes-chennai-aishwaryam-in-pammal-16293849/1bhk-582-sqft-apartment","Pammal","https://www.makaan.com/chennai-property/pammal-flats-for-sale-51831","Murali","https://www.makaan.com/murali-profile-2070830"
"73 L","1737","Ready to move","6 - 7 years old","3 Bathrooms","3","https://www.makaan.com/chennai/puravankara-limited-swanlake-in-kelambakkam-15817673/3bhk-3t-1737-sqft-apartment","Kelambakkam","https://www.makaan.com/chennai-property/kelambakkam-flats-for-sale-50403","seller","https://www.makaan.com/seller-profile-100045445"
"18.49 L","520","Ready to move","2 - 3 years old","2 Bathrooms","1","https://www.makaan.com/chennai/builder-project-in-veppampattu-15816939/1bhk-2t-520-sqft-independenthouse","Veppampattu","https://www.makaan.com/chennai-property/veppampattu-flats-for-sale-54853","seller","https://www.makaan.com/seller-profile-100143229"
"24.09 L","502","Under Construction","Possession by May 2022","New","1","https://www.makaan.com/chennai/sri-manishaa-homes-rishikesh-phase-2-in-pozhichalur-16312926/1bhk-502-sqft-apartment","Pozhichalur","https://www.makaan.com/chennai-property/pozhichalur-flats-for-sale-62042","Sandhya","https://www.makaan.com/sandhya-profile-100344235"
"33.93 L","707","Under Construction","Possession by May 2022","New","2","https://www.makaan.com/chennai/sri-manishaa-homes-rishikesh-phase-2-in-pozhichalur-16312924/2bhk-707-sqft-apartment","Pozhichalur","https://www.makaan.com/chennai-property/pozhichalur-flats-for-sale-62042","Sandhya","https://www.makaan.com/sandhya-profile-100344235"
"22.84 L","476","Under Construction","Possession by May 2022","New","1","https://www.makaan.com/chennai/sri-manishaa-homes-rishikesh-phase-2-in-pozhichalur-16312923/1bhk-476-sqft-apartment","Pozhichalur","https://www.makaan.com/chennai-property/pozhichalur-flats-for-sale-62042","Sandhya","https://www.makaan.com/sandhya-profile-100344235"
"35.85 L","747","Under Construction","Possession by May 2022","New","2","https://www.makaan.com/chennai/sri-manishaa-homes-rishikesh-phase-2-in-pozhichalur-16312922/2bhk-747-sqft-apartment","Pozhichalur","https://www.makaan.com/chennai-property/pozhichalur-flats-for-sale-62042","Sandhya","https://www.makaan.com/sandhya-profile-100344235"
"23.13 L","503","Under Construction","Possession by May 2022","New","1","https://www.makaan.com/chennai/sri-manishaa-homes-green-garden-in-anakaputhur-16312921/1bhk-503-sqft-apartment","Anakaputhur","https://www.makaan.com/chennai-property/anakaputhur-flats-for-sale-50303","Sandhya","https://www.makaan.com/sandhya-profile-100344235"
"41.63 L","905","Under Construction","Possession by May 2022","New","3","https://www.makaan.com/chennai/sri-manishaa-homes-green-garden-in-anakaputhur-16312920/3bhk-905-sqft-apartment","Anakaputhur","https://www.makaan.com/chennai-property/anakaputhur-flats-for-sale-50303","Sandhya","https://www.makaan.com/sandhya-profile-100344235"
